Industry,Age_Brackets,Tenure, Employees,Average Basic Salary
N-Administrative services activities,60-64,2,62,3678
N-Administrative services activities,60-64,2,39,7403
N-Administrative services activities,60-64,2,135,11538
N-Administrative services activities,60-64,2,84,1483
N-Administrative services activities,60-64,2,345,3830
N-Administrative services activities,60-64,2,78,9402
N-Administrative services activities,60-64,2,381,2712
N-Administrative services activities,60-64,2,84,3365
N-Administrative services activities,60-64,3,141,4514
N-Administrative services activities,60-64,3,3,1027
N-Administrative services activities,60-64,3,315,2526
N-Administrative services activities,60-64,3,21,2750
N-Administrative services activities,60-64,3,72,1679
N-Administrative services activities,60-64,3,27,7480
N-Administrative services activities,60-64,3,26,11041
N-Administrative services activities,60-64,3,38,4181
N-Administrative services activities,60-64,3,62,13703
N-Administrative services activities,60-64,4,1,800
N-Administrative services activities,60-64,4,66,15415
N-Administrative services activities,60-64,4,55,3848
N-Administrative services activities,60-64,4,26,2804
N-Administrative services activities,60-64,4,18,3933
N-Administrative services activities,60-64,4,101,2708
N-Administrative services activities,60-64,4,62,1560
N-Administrative services activities,60-64,4,138,2824
N-Administrative services activities,60-64,4,27,7809
N-Administrative services activities,60-64,5,19,4188
N-Administrative services activities,60-64,5,16,8033
N-Administrative services activities,60-64,5,16,1619
N-Administrative services activities,60-64,5,31,10255
N-Administrative services activities,60-64,5,41,2436
N-Administrative services activities,60-64,5,13,4301
N-Administrative services activities,60-64,5,28,2472
N-Administrative services activities,60-64,5,108,2169
N-Administrative services activities,60-64,6,14,14369
N-Administrative services activities,60-64,6,19,1510
N-Administrative services activities,60-64,6,25,3388
N-Administrative services activities,60-64,6,2,3000
N-Administrative services activities,60-64,6,7,2999
N-Administrative services activities,60-64,6,52,1877
N-Administrative services activities,60-64,6,7,6457
N-Administrative services activities,60-64,6,15,2756
N-Administrative services activities,60-64,6,12,18602
N-Administrative services activities,60-64,7,15,11623
N-Administrative services activities,60-64,7,5,5436
N-Administrative services activities,60-64,7,33,3924
N-Administrative services activities,60-64,7,23,2716
N-Administrative services activities,60-64,7,15,3173
N-Administrative services activities,60-64,7,11,1723
N-Administrative services activities,60-64,7,6,5333
N-Administrative services activities,60-64,7,40,1408
N-Administrative services activities,60-64,8,19,8103
N-Administrative services activities,60-64,8,8,2163
N-Administrative services activities,60-64,8,10,8416
N-Administrative services activities,60-64,8,9,11194
N-Administrative services activities,60-64,8,25,1615
N-Administrative services activities,60-64,8,3,2833
N-Administrative services activities,60-64,8,1,800
N-Administrative services activities,60-64,8,7,5536
N-Administrative services activities,60-64,8,22,1338
N-Administrative services activities,60-64,9,5,11358
N-Administrative services activities,60-64,9,6,5110
N-Administrative services activities,60-64,9,33,1812
N-Administrative services activities,60-64,9,7,13557
N-Administrative services activities,60-64,9,4,4313
N-Administrative services activities,60-64,9,14,1320
N-Administrative services activities,60-64,9,7,9947
N-Administrative services activities,60-64,9,15,11499
N-Administrative services activities,60-64,10,22,1154
N-Administrative services activities,60-64,10,12,3375
N-Administrative services activities,60-64,10,5,3898
N-Administrative services activities,60-64,10,7,2012
N-Administrative services activities,60-64,10,4,24133
N-Administrative services activities,60-64,10,9,12823
N-Administrative services activities,60-64,10,14,6578
N-Administrative services activities,60-64,10,19,1322
N-Administrative services activities,60-64,11,12,12346
N-Administrative services activities,60-64,11,7,3114
N-Administrative services activities,60-64,11,4,11470
N-Administrative services activities,60-64,11,21,1170
N-Administrative services activities,60-64,11,8,4333
N-Administrative services activities,60-64,11,11,4160
N-Administrative services activities,60-64,11,24,1625
N-Administrative services activities,60-64,11,13,3658
N-Administrative services activities,60-64,12,6,3267
N-Administrative services activities,60-64,12,12,4073
N-Administrative services activities,60-64,12,7,3950
N-Administrative services activities,60-64,12,6,1419
N-Administrative services activities,60-64,12,30,2116
N-Administrative services activities,60-64,12,4,7075
N-Administrative services activities,60-64,12,22,1768
N-Administrative services activities,60-64,12,12,9093
N-Administrative services activities,60-64,13,24,1800
N-Administrative services activities,60-64,13,21,1718
N-Administrative services activities,60-64,13,8,5933
N-Administrative services activities,60-64,13,10,5353
N-Administrative services activities,60-64,13,9,1100
N-Administrative services activities,60-64,13,15,9647
N-Administrative services activities,60-64,13,1,4000
N-Administrative services activities,60-64,13,10,22405
N-Administrative services activities,60-64,14,8,11525
N-Administrative services activities,60-64,14,8,3093
N-Administrative services activities,60-64,14,22,1883
N-Administrative services activities,60-64,14,10,5343
N-Administrative services activities,60-64,14,29,9496
N-Administrative services activities,60-64,14,10,4056
N-Administrative services activities,60-64,14,10,5683
N-Administrative services activities,60-64,14,28,1511
N-Administrative services activities,60-64,15,4,2475
N-Administrative services activities,60-64,15,1,700
N-Administrative services activities,60-64,15,3,1856
N-Administrative services activities,60-64,15,18,1807
N-Administrative services activities,60-64,15,5,4448
N-Administrative services activities,60-64,15,20,1516
N-Administrative services activities,60-64,15,8,12804
N-Administrative services activities,60-64,15,16,3337
N-Administrative services activities,60-64,15,7,4605
N-Administrative services activities,60-64,16,17,1536
N-Administrative services activities,60-64,16,7,2501
N-Administrative services activities,60-64,16,5,8850
N-Administrative services activities,60-64,16,3,9041
N-Administrative services activities,60-64,16,14,1278
N-Administrative services activities,60-64,16,9,1288
N-Administrative services activities,60-64,16,12,2022
N-Administrative services activities,60-64,16,8,21563
N-Administrative services activities,60-64,17,18,1797
N-Administrative services activities,60-64,17,6,1490
N-Administrative services activities,60-64,17,10,4277
N-Administrative services activities,60-64,17,23,3043
N-Administrative services activities,60-64,17,9,3889
N-Administrative services activities,60-64,17,8,4534
N-Administrative services activities,60-64,17,3,8017
N-Administrative services activities,60-64,17,12,10147
N-Administrative services activities,60-64,18,7,24102
N-Administrative services activities,60-64,18,18,1902
N-Administrative services activities,60-64,18,8,4183
N-Administrative services activities,60-64,18,16,4259
N-Administrative services activities,60-64,18,7,4071
N-Administrative services activities,60-64,18,32,1043
N-Administrative services activities,60-64,18,46,1942
N-Administrative services activities,60-64,18,8,5951
N-Administrative services activities,60-64,19,6,3077
N-Administrative services activities,60-64,19,7,9461
N-Administrative services activities,60-64,19,10,7838
N-Administrative services activities,60-64,19,9,2147
N-Administrative services activities,60-64,19,8,2363
N-Administrative services activities,60-64,19,11,1354
N-Administrative services activities,60-64,19,6,8075
N-Administrative services activities,60-64,19,23,2435
N-Administrative services activities,60-64,20,16,2425
N-Administrative services activities,60-64,20,6,5164
N-Administrative services activities,60-64,20,23,1614
N-Administrative services activities,60-64,20,5,3360
N-Administrative services activities,60-64,20,4,3688
N-Administrative services activities,60-64,20,11,11954
N-Administrative services activities,60-64,20,11,3925
N-Administrative services activities,60-64,20,4,2400
N-Administrative services activities,60-64,21,9,4624
N-Administrative services activities,60-64,21,6,8458
N-Administrative services activities,60-64,21,18,2271
N-Administrative services activities,60-64,21,16,1674
N-Administrative services activities,60-64,21,2,1949
N-Administrative services activities,60-64,21,3,5167
N-Administrative services activities,60-64,21,5,7243
N-Administrative services activities,60-64,22,1,2280
N-Administrative services activities,60-64,22,2,3250
N-Administrative services activities,60-64,22,2,2500
N-Administrative services activities,60-64,22,9,12792
N-Administrative services activities,60-64,22,6,1138
N-Administrative services activities,60-64,22,5,4634
N-Administrative services activities,60-64,22,9,1740
N-Administrative services activities,60-64,22,7,3979
N-Administrative services activities,60-64,23,1,2000
N-Administrative services activities,60-64,23,3,3667
N-Administrative services activities,60-64,23,4,8010
N-Administrative services activities,60-64,23,6,11641
N-Administrative services activities,60-64,23,7,8143
N-Administrative services activities,60-64,23,4,2292
N-Administrative services activities,60-64,23,7,1936
N-Administrative services activities,60-64,23,7,2051
N-Administrative services activities,60-64,24,8,2304
N-Administrative services activities,60-64,24,14,2382
N-Administrative services activities,60-64,24,8,4847
N-Administrative services activities,60-64,24,6,6469
N-Administrative services activities,60-64,24,16,12541
N-Administrative services activities,60-64,24,5,1142
N-Administrative services activities,60-64,24,12,2313
N-Administrative services activities,60-64,24,22,1457
N-Administrative services activities,60-64,25,28,11579
N-Administrative services activities,60-64,25,23,2059
N-Administrative services activities,60-64,25,10,9959
N-Administrative services activities,60-64,25,25,5363
N-Administrative services activities,60-64,25,19,1334
N-Administrative services activities,60-64,25,8,6761
N-Administrative services activities,60-64,25,13,4411
N-Administrative services activities,60-64,25,10,1450
N-Administrative services activities,60-64,26,28,3182
N-Administrative services activities,60-64,26,16,4793
N-Administrative services activities,60-64,26,30,14210
N-Administrative services activities,60-64,26,44,2950
N-Administrative services activities,60-64,26,28,2124
N-Administrative services activities,60-64,26,13,10807
N-Administrative services activities,60-64,26,12,4748
N-Administrative services activities,60-64,26,9,1939
N-Administrative services activities,60-64,27,14,2129
N-Administrative services activities,60-64,27,10,14545
N-Administrative services activities,60-64,27,10,4131
N-Administrative services activities,60-64,27,6,2462
N-Administrative services activities,60-64,27,5,3693
N-Administrative services activities,60-64,27,13,2068
N-Administrative services activities,60-64,27,4,4875
N-Administrative services activities,60-64,27,8,5088
N-Administrative services activities,60-64,28,1,2600
N-Administrative services activities,60-64,28,1,2500
N-Administrative services activities,60-64,28,1,1000
N-Administrative services activities,60-64,29,2,47500
N-Administrative services activities,60-64,29,1,500
N-Administrative services activities,60-64,30,1,7000
N-Administrative services activities,65-69,0,22,30351
N-Administrative services activities,65-69,0,43,1714
N-Administrative services activities,65-69,0,20,4284
N-Administrative services activities,65-69,0,122,4683
N-Administrative services activities,65-69,0,15,3473
N-Administrative services activities,65-69,0,15,4557
N-Administrative services activities,65-69,0,18,8612
N-Administrative services activities,65-69,0,12,16377
N-Administrative services activities,65-69,0,30,1424
N-Administrative services activities,65-69,0,9,2444
N-Administrative services activities,65-69,0,45,2836
N-Administrative services activities,65-69,0,8,8362
N-Administrative services activities,65-69,0,119,3988
N-Administrative services activities,65-69,0,1,17500
N-Administrative services activities,65-69,0,1,4000
N-Administrative services activities,65-69,1,46,25264
N-Administrative services activities,65-69,1,12,2650
N-Administrative services activities,65-69,1,1,500
N-Administrative services activities,65-69,1,26,21906
N-Administrative services activities,65-69,1,276,3015
N-Administrative services activities,65-69,1,11,4880
N-Administrative services activities,65-69,1,22,2663
N-Administrative services activities,65-69,1,31,3135
N-Administrative services activities,65-69,1,233,4492
N-Administrative services activities,65-69,2,64,12584
N-Administrative services activities,65-69,2,22,6080
N-Administrative services activities,65-69,2,23,5365
N-Administrative services activities,65-69,2,26,2604
N-Administrative services activities,65-69,2,24,1896
N-Administrative services activities,65-69,2,124,3157
N-Administrative services activities,65-69,2,144,3693
N-Administrative services activities,65-69,2,28,11321
N-Administrative services activities,65-69,3,1,600
N-Administrative services activities,65-69,3,10,2493
N-Administrative services activities,65-69,3,17,13469
N-Administrative services activities,65-69,3,19,2513
N-Administrative services activities,65-69,3,61,4883
N-Administrative services activities,65-69,3,20,5334
N-Administrative services activities,65-69,3,30,12845
N-Administrative services activities,65-69,3,91,2146
N-Administrative services activities,65-69,3,6,3150
N-Administrative services activities,65-69,4,17,3188
N-Administrative services activities,65-69,4,14,10829
N-Administrative services activities,65-69,4,19,9902
N-Administrative services activities,65-69,4,12,1892
N-Administrative services activities,65-69,4,52,2839
N-Administrative services activities,65-69,4,34,2838
N-Administrative services activities,65-69,4,5,2275
N-Administrative services activities,65-69,4,18,5834
N-Administrative services activities,65-69,5,6,4375
N-Administrative services activities,65-69,5,29,4104
N-Administrative services activities,65-69,5,10,7430
N-Administrative services activities,65-69,5,14,4339
N-Administrative services activities,65-69,5,5,740
N-Administrative services activities,65-69,5,18,10107
N-Administrative services activities,65-69,5,19,3040
N-Administrative services activities,65-69,5,7,6879
N-Administrative services activities,65-69,6,10,3255
N-Administrative services activities,65-69,6,3,10315
N-Administrative services activities,65-69,6,1,5000
N-Administrative services activities,65-69,6,12,4900
N-Administrative services activities,65-69,6,7,2206
N-Administrative services activities,65-69,6,9,7725
N-Administrative services activities,65-69,6,21,1150
N-Administrative services activities,65-69,6,5,3500
N-Administrative services activities,65-69,7,13,10602
N-Administrative services activities,65-69,7,1,2000
N-Administrative services activities,65-69,7,4,1763
N-Administrative services activities,65-69,7,11,2809
N-Administrative services activities,65-69,7,4,18750
N-Administrative services activities,65-69,7,1,700
N-Administrative services activities,65-69,7,3,2417
N-Administrative services activities,65-69,7,7,15187
N-Administrative services activities,65-69,8,5,4110
N-Administrative services activities,65-69,8,4,4075
N-Administrative services activities,65-69,8,13,2287
N-Administrative services activities,65-69,8,5,4300
N-Administrative services activities,65-69,8,2,1650
N-Administrative services activities,65-69,8,10,4350
N-Administrative services activities,65-69,8,5,6331
N-Administrative services activities,65-69,8,8,14625
N-Administrative services activities,65-69,9,8,1469
N-Administrative services activities,65-69,9,3,6062
N-Administrative services activities,65-69,9,6,3400
N-Administrative services activities,65-69,9,2,2750
N-Administrative services activities,65-69,9,4,9300
N-Administrative services activities,65-69,9,3,3500
N-Administrative services activities,65-69,9,1,8250
N-Administrative services activities,65-69,9,2,2250
N-Administrative services activities,65-69,10,3,8031
N-Administrative services activities,65-69,10,1,1500
N-Administrative services activities,65-69,10,1,1000
N-Administrative services activities,65-69,10,7,4443
N-Administrative services activities,65-69,10,7,1914
N-Administrative services activities,65-69,10,3,1792
N-Administrative services activities,65-69,10,6,4092
N-Administrative services activities,65-69,10,9,4002
N-Administrative services activities,65-69,11,6,11543
N-Administrative services activities,65-69,11,5,3450
N-Administrative services activities,65-69,11,3,1717
N-Administrative services activities,65-69,11,5,13460
N-Administrative services activities,65-69,11,4,1350
N-Administrative services activities,65-69,11,3,1483
N-Administrative services activities,65-69,11,1,8000
N-Administrative services activities,65-69,11,3,5500
N-Administrative services activities,65-69,12,1,37296
N-Administrative services activities,65-69,12,6,1650
N-Administrative services activities,65-69,12,4,3130
N-Administrative services activities,65-69,12,3,1900
N-Administrative services activities,65-69,12,6,3875
N-Administrative services activities,65-69,12,4,19000
N-Administrative services activities,65-69,12,1,5147
N-Administrative services activities,65-69,12,11,1549
N-Administrative services activities,65-69,13,4,2155
N-Administrative services activities,65-69,13,2,5175
N-Administrative services activities,65-69,13,9,19603
N-Administrative services activities,65-69,13,3,3983
N-Administrative services activities,65-69,13,6,1703
N-Administrative services activities,65-69,13,8,2075
N-Administrative services activities,65-69,13,4,1269
N-Administrative services activities,65-69,13,4,6750
N-Administrative services activities,65-69,14,3,4396
N-Administrative services activities,65-69,14,2,4390
N-Administrative services activities,65-69,14,8,11518
N-Administrative services activities,65-69,14,4,1015
N-Administrative services activities,65-69,14,5,1146
N-Administrative services activities,65-69,14,1,9000
N-Administrative services activities,65-69,14,6,3163
N-Administrative services activities,65-69,15,1,10500
N-Administrative services activities,65-69,15,4,6077
N-Administrative services activities,65-69,15,1,500
N-Administrative services activities,65-69,15,1,2000
N-Administrative services activities,65-69,15,6,880
N-Administrative services activities,65-69,15,3,3600
N-Administrative services activities,65-69,15,1,1800
N-Administrative services activities,65-69,15,4,1425
N-Administrative services activities,65-69,16,3,13633
N-Administrative services activities,65-69,16,3,7000
N-Administrative services activities,65-69,16,1,1050
N-Administrative services activities,65-69,16,2,625
N-Administrative services activities,65-69,16,5,3518
N-Administrative services activities,65-69,16,7,1543
N-Administrative services activities,65-69,17,2,9575
N-Administrative services activities,65-69,17,6,17009
N-Administrative services activities,65-69,17,8,1084
N-Administrative services activities,65-69,17,5,2122
N-Administrative services activities,65-69,17,2,3500
N-Administrative services activities,65-69,17,6,1592
N-Administrative services activities,65-69,18,2,14100
N-Administrative services activities,65-69,18,3,2067
N-Administrative services activities,65-69,18,12,2307
N-Administrative services activities,65-69,18,3,5333
N-Administrative services activities,65-69,18,2,2500
N-Administrative services activities,65-69,18,9,1671
N-Administrative services activities,65-69,18,6,4258
N-Administrative services activities,65-69,18,1,1710
N-Administrative services activities,65-69,19,2,5000
N-Administrative services activities,65-69,19,2,7500
N-Administrative services activities,65-69,19,2,2750
N-Administrative services activities,65-69,19,3,1333
N-Administrative services activities,65-69,19,2,3000
N-Administrative services activities,65-69,19,1,1000
N-Administrative services activities,65-69,19,2,13500
N-Administrative services activities,65-69,19,9,1519
N-Administrative services activities,65-69,20,3,3103
N-Administrative services activities,65-69,20,2,7450
N-Administrative services activities,65-69,20,3,4190
N-Administrative services activities,65-69,20,1,1635
N-Administrative services activities,65-69,20,1,1000
N-Administrative services activities,65-69,20,6,12685
N-Administrative services activities,65-69,20,1,14550
N-Administrative services activities,65-69,20,5,2225
N-Administrative services activities,65-69,21,2,5250
N-Administrative services activities,65-69,21,2,6683
N-Administrative services activities,65-69,21,1,800
N-Administrative services activities,65-69,21,5,1200
N-Administrative services activities,65-69,21,2,19000
N-Administrative services activities,65-69,21,1,6000
N-Administrative services activities,65-69,21,2,9077
N-Administrative services activities,65-69,22,1,6832
N-Administrative services activities,65-69,22,1,4500
N-Administrative services activities,65-69,22,2,4500
N-Administrative services activities,65-69,22,1,800
N-Administrative services activities,65-69,22,3,7600
N-Administrative services activities,65-69,22,2,3500
N-Administrative services activities,65-69,22,3,2305
N-Administrative services activities,65-69,23,5,3394
N-Administrative services activities,65-69,23,3,2873
N-Administrative services activities,65-69,23,1,4680
N-Administrative services activities,65-69,23,3,5217
N-Administrative services activities,65-69,23,2,5000
N-Administrative services activities,65-69,23,1,1500
N-Administrative services activities,65-69,24,6,5850
N-Administrative services activities,65-69,24,11,4261
N-Administrative services activities,65-69,24,14,11849
N-Administrative services activities,65-69,24,3,15986
N-Administrative services activities,65-69,24,3,2120
N-Administrative services activities,65-69,24,1,8000
N-Administrative services activities,65-69,24,2,1300
N-Administrative services activities,65-69,24,6,1760
N-Administrative services activities,65-69,25,8,3550
N-Administrative services activities,65-69,25,9,16773
N-Administrative services activities,65-69,25,8,2417
N-Administrative services activities,65-69,25,2,450
N-Administrative services activities,65-69,25,16,7941
N-Administrative services activities,65-69,25,7,4019
N-Administrative services activities,65-69,25,10,2681
N-Administrative services activities,65-69,25,4,5306
N-Administrative services activities,65-69,26,2,3000
N-Administrative services activities,65-69,26,11,4445
N-Administrative services activities,65-69,26,13,4465
N-Administrative services activities,65-69,26,5,1920
N-Administrative services activities,65-69,26,14,2653
N-Administrative services activities,65-69,26,17,12644
N-Administrative services activities,65-69,26,6,6921
N-Administrative services activities,65-69,26,11,1536
N-Administrative services activities,65-69,27,2,2373
N-Administrative services activities,65-69,27,10,13757
N-Administrative services activities,65-69,27,4,4073
N-Administrative services activities,65-69,27,1,6000
N-Administrative services activities,65-69,27,2,7200
N-Administrative services activities,65-69,27,6,5106
N-Administrative services activities,65-69,27,2,2300
N-Administrative services activities,65-69,27,5,3100
N-Administrative services activities,65-69,28,1,3000
N-Administrative services activities,65-69,29,1,6000
N-Administrative services activities,70+,0,41,4107
N-Administrative services activities,70+,0,16,5679
N-Administrative services activities,70+,0,7,2814
N-Administrative services activities,70+,0,11,1164
N-Administrative services activities,70+,0,3,11107
N-Administrative services activities,70+,0,54,3887
N-Administrative services activities,70+,0,3,1000
N-Administrative services activities,70+,0,4,2875
N-Administrative services activities,70+,0,25,2465
N-Administrative services activities,70+,0,1,4150
N-Administrative services activities,70+,0,1,5000
N-Administrative services activities,70+,0,8,6563
N-Administrative services activities,70+,0,3,750
N-Administrative services activities,70+,0,5,11380
N-Administrative services activities,70+,1,6,23493
N-Administrative services activities,70+,1,6,4100
N-Administrative services activities,70+,1,119,3177
N-Administrative services activities,70+,1,17,9935
N-Administrative services activities,70+,1,1,6000
N-Administrative services activities,70+,1,6,2383
N-Administrative services activities,70+,1,20,1920
N-Administrative services activities,70+,1,105,2656
N-Administrative services activities,70+,2,9,3313
N-Administrative services activities,70+,2,53,3043
N-Administrative services activities,70+,2,6,2783
N-Administrative services activities,70+,2,8,3643
N-Administrative services activities,70+,2,17,17937
N-Administrative services activities,70+,2,4,3750
N-Administrative services activities,70+,2,14,6893
N-Administrative services activities,70+,2,48,3791
N-Administrative services activities,70+,3,8,13063
N-Administrative services activities,70+,3,5,2200
N-Administrative services activities,70+,3,43,1881
N-Administrative services activities,70+,3,3,5167
N-Administrative services activities,70+,3,3,567
N-Administrative services activities,70+,3,3,3500
N-Administrative services activities,70+,3,12,8550
N-Administrative services activities,70+,3,34,2472
N-Administrative services activities,70+,4,2,5400
N-Administrative services activities,70+,4,8,24501
N-Administrative services activities,70+,4,10,6781
N-Administrative services activities,70+,4,8,1786
N-Administrative services activities,70+,4,11,3618
N-Administrative services activities,70+,4,23,1999
N-Administrative services activities,70+,5,3,600
N-Administrative services activities,70+,5,6,11840
N-Administrative services activities,70+,5,3,15000
N-Administrative services activities,70+,5,3,2667
N-Administrative services activities,70+,5,12,2840
N-Administrative services activities,70+,5,1,7100
N-Administrative services activities,70+,5,3,2000
N-Administrative services activities,70+,5,2,2450
N-Administrative services activities,70+,6,1,6000
N-Administrative services activities,70+,6,5,3470
N-Administrative services activities,70+,6,4,2500
N-Administrative services activities,70+,6,4,4750
N-Administrative services activities,70+,6,1,700
N-Administrative services activities,70+,6,2,3050
N-Administrative services activities,70+,6,1,5000
N-Administrative services activities,70+,7,4,3550
N-Administrative services activities,70+,7,2,1900
N-Administrative services activities,70+,7,4,4833
N-Administrative services activities,70+,7,3,5000
N-Administrative services activities,70+,7,4,6625
N-Administrative services activities,70+,7,2,1500
N-Administrative services activities,70+,8,5,7823
N-Administrative services activities,70+,8,1,3600
N-Administrative services activities,70+,8,3,2833
N-Administrative services activities,70+,8,2,875
N-Administrative services activities,70+,8,2,13256
N-Administrative services activities,70+,8,1,4000
N-Administrative services activities,70+,8,1,1000
N-Administrative services activities,70+,8,2,3125
N-Administrative services activities,70+,9,3,5500
N-Administrative services activities,70+,9,3,2800
N-Administrative services activities,70+,9,1,1600
N-Administrative services activities,70+,9,1,15000
N-Administrative services activities,70+,9,2,1500
N-Administrative services activities,70+,9,1,4500
N-Administrative services activities,70+,9,3,5750
N-Administrative services activities,70+,10,3,2467
N-Administrative services activities,70+,10,1,1000
N-Administrative services activities,70+,10,1,4000
N-Administrative services activities,70+,10,1,1000
N-Administrative services activities,70+,10,2,5000
N-Administrative services activities,70+,10,1,4000
N-Administrative services activities,70+,10,1,1000
N-Administrative services activities,70+,11,1,1500
N-Administrative services activities,70+,11,1,10000
N-Administrative services activities,70+,11,1,12000
N-Administrative services activities,70+,11,4,4105
N-Administrative services activities,70+,11,2,8000
N-Administrative services activities,70+,12,1,6000
N-Administrative services activities,70+,12,2,4000
N-Administrative services activities,70+,12,4,2786
N-Administrative services activities,70+,12,1,6000
N-Administrative services activities,70+,12,2,1100
N-Administrative services activities,70+,12,3,32767
N-Administrative services activities,70+,12,3,1130
N-Administrative services activities,70+,13,8,2318
N-Administrative services activities,70+,13,2,9500
N-Administrative services activities,70+,13,1,1000
N-Administrative services activities,70+,13,2,2500
N-Administrative services activities,70+,13,4,13683
N-Administrative services activities,70+,14,3,3733
N-Administrative services activities,70+,14,2,3000
N-Administrative services activities,70+,14,2,3777
N-Administrative services activities,70+,14,1,15760
N-Administrative services activities,70+,14,2,4500
N-Administrative services activities,70+,15,1,2000
N-Administrative services activities,70+,15,4,28601
N-Administrative services activities,70+,15,1,2890
N-Administrative services activities,70+,16,2,1000
N-Administrative services activities,70+,16,2,9500
N-Administrative services activities,70+,16,3,6383
N-Administrative services activities,70+,16,1,500
N-Administrative services activities,70+,16,1,500
N-Administrative services activities,70+,17,1,1500
N-Administrative services activities,70+,17,1,100
N-Administrative services activities,70+,17,1,5000
N-Administrative services activities,70+,17,3,2100
N-Administrative services activities,70+,17,1,6950
N-Administrative services activities,70+,18,1,4015
N-Administrative services activities,70+,18,4,5304
N-Administrative services activities,70+,18,2,25750
N-Administrative services activities,70+,18,3,3033
N-Administrative services activities,70+,18,2,4600
N-Administrative services activities,70+,19,2,25000
N-Administrative services activities,70+,19,3,3750
N-Administrative services activities,70+,19,1,3631
N-Administrative services activities,70+,19,1,7355
N-Administrative services activities,70+,20,2,1100
N-Administrative services activities,70+,20,3,19000
N-Administrative services activities,70+,20,1,7000
N-Administrative services activities,70+,21,1,500
N-Administrative services activities,70+,21,1,5000
N-Administrative services activities,70+,21,1,3660
N-Administrative services activities,70+,22,1,5000
N-Administrative services activities,70+,22,1,2000
N-Administrative services activities,70+,22,3,3263
N-Administrative services activities,70+,22,1,1500
N-Administrative services activities,70+,22,1,1000
N-Administrative services activities,70+,23,1,6450
N-Administrative services activities,70+,23,1,1500
N-Administrative services activities,70+,23,2,8750
N-Administrative services activities,70+,23,1,1500
N-Administrative services activities,70+,23,1,7000
N-Administrative services activities,70+,23,2,1000
N-Administrative services activities,70+,24,2,10000
N-Administrative services activities,70+,24,2,3000
N-Administrative services activities,70+,24,4,3975
N-Administrative services activities,70+,24,3,5000
N-Administrative services activities,70+,24,1,2500
N-Administrative services activities,70+,24,3,3167
N-Administrative services activities,70+,24,3,4033
N-Administrative services activities,70+,25,4,3278
N-Administrative services activities,70+,25,2,950
N-Administrative services activities,70+,25,1,1000
N-Administrative services activities,70+,25,8,10675
N-Administrative services activities,70+,25,2,25500
N-Administrative services activities,70+,25,5,4720
N-Administrative services activities,70+,26,2,2450
N-Administrative services activities,70+,26,2,2500
N-Administrative services activities,70+,26,3,3667
N-Administrative services activities,70+,26,4,3750
N-Administrative services activities,70+,26,10,21123
N-Administrative services activities,70+,26,4,2800
N-Administrative services activities,70+,26,6,5553
N-Administrative services activities,70+,26,5,4200
N-Administrative services activities,70+,27,2,6000
N-Administrative services activities,70+,27,2,10000
N-Administrative services activities,70+,27,5,18875
O-Public administration and defence,<55,0,1,3000
O-Public administration and defence,<55,0,2,1750
O-Public administration and defence,<55,0,1,2700
O-Public administration and defence,<55,0,2,3810
O-Public administration and defence,<55,0,3,700
O-Public administration and defence,<55,0,1,3000
O-Public administration and defence,<55,0,1,800
O-Public administration and defence,<55,0,1,4800
O-Public administration and defence,<55,0,1,550
O-Public administration and defence,<55,0,1,700
O-Public administration and defence,<55,0,1,650
O-Public administration and defence,<55,0,1,700
O-Public administration and defence,<55,0,2,2125
O-Public administration and defence,<55,1,1,650
O-Public administration and defence,<55,1,7,1401
O-Public administration and defence,<55,1,1,550
O-Public administration and defence,<55,1,1,2100
O-Public administration and defence,<55,1,1,700
O-Public administration and defence,<55,1,1,700
O-Public administration and defence,<55,1,1,5000
O-Public administration and defence,<55,1,3,2850
O-Public administration and defence,<55,1,1,1300
O-Public administration and defence,<55,1,1,2700
O-Public administration and defence,<55,1,2,1325
O-Public administration and defence,<55,1,1,700
O-Public administration and defence,<55,1,2,5000
O-Public administration and defence,<55,1,1,20000
O-Public administration and defence,<55,1,1,900
O-Public administration and defence,<55,1,1,700
O-Public administration and defence,<55,2,1,10000
O-Public administration and defence,<55,2,1,4000
O-Public administration and defence,<55,2,1,4800
O-Public administration and defence,<55,2,1,6000
O-Public administration and defence,<55,2,1,5000
O-Public administration and defence,<55,2,1,550
O-Public administration and defence,<55,2,1,20000
O-Public administration and defence,<55,2,2,3875
O-Public administration and defence,<55,2,1,900
O-Public administration and defence,<55,2,1,1000
O-Public administration and defence,<55,2,1,13000
O-Public administration and defence,<55,3,2,2025
O-Public administration and defence,<55,3,1,800
O-Public administration and defence,<55,3,1,12000
O-Public administration and defence,<55,3,1,2000
O-Public administration and defence,<55,3,1,2000
O-Public administration and defence,<55,3,1,3500
O-Public administration and defence,<55,3,1,12800
O-Public administration and defence,<55,3,2,12000
O-Public administration and defence,<55,3,2,4800
O-Public administration and defence,<55,3,1,2700
O-Public administration and defence,<55,4,1,10000
O-Public administration and defence,<55,4,1,5000
O-Public administration and defence,<55,4,1,1000
O-Public administration and defence,<55,4,1,900
O-Public administration and defence,<55,4,1,900
O-Public administration and defence,<55,4,1,900
O-Public administration and defence,<55,4,1,2500
O-Public administration and defence,<55,4,1,800
O-Public administration and defence,<55,4,1,6000
O-Public administration and defence,<55,4,1,2200
O-Public administration and defence,<55,5,1,3900
O-Public administration and defence,<55,5,2,100000
